2.84	2554.243571
2.85	2550.307857
2.86	2546.372143
2.87	2542.436429
2.88	2538.500714
2.89	2534.565
2.9	2530.629286
2.91	2526.693571
2.92	2522.757857
2.93	2519.046845
2.94	2515.560536
2.95	2512.074226
2.96	2508.587917
2.97	2505.101607
2.98	2501.615298
2.99	2498.128988
3	2494.642679
3.01	2491.156369
3.02	2487.67006
3.03	2484.18375
3.04	2480.69744
3.05	2477.211131
3.06	2473.724821
3.07	2470.238512
3.08	2466.752202
3.09	2463.265893
3.1	2460.437108
3.11	2457.89012
3.12	2455.343133
3.13	2452.796145
3.14	2450.249157
3.15	2447.702169
3.16	2445.155181
3.17	2442.608193
3.18	2440.061205
3.19	2437.514217
3.2	2434.967229
3.21	2432.420241
3.22	2429.873253
3.23	2427.326265
3.24	2424.779277
3.25	2422.232289
3.26	2416.796287
3.27	2385.359162
3.28	2353.922036
3.29	2322.48491
3.3	2291.047784
3.31	2259.610659
3.32	2228.173533
3.33	2196.736407
3.34	2165.299281
3.35	2133.862156
3.36	2102.42503
3.37	2070.987904
3.38	2039.550778
3.39	2008.113653
3.4	1976.676527
3.41	1945.239401
3.42	1913.802275
3.43	1869.0615
3.44	1804.36525
3.45	1739.669
3.46	1674.97275
3.47	1610.2765
3.48	1545.58025
3.49	1480.884
3.5	1416.18775
3.51	1351.4915
3.52	1286.79525
3.53	1222.099
3.54	1157.40275
3.55	1092.7065
3.56	1028.01025
3.57	963.314
3.58	898.61775
3.59	833.9215
3.6	789.1577305
3.61	757.6822814
3.62	726.2068323
3.63	694.7313832
3.64	663.2559341
3.65	631.780485
3.66	600.3050359
3.67	568.8295868
3.68	537.3541377
3.69	505.8786886
3.7	474.4032395
3.71	442.9277904
3.72	411.4523413
3.73	379.9768922
3.74	348.5014431
3.75	317.025994
3.76	285.5505449
3.77	272.4584311
3.78	261.4089102
3.79	250.3593892
3.8	239.3098683
3.81	228.2603473
3.82	217.2108263
3.83	206.1613054
3.84	195.1117844
3.85	184.0622635
3.86	173.0127425
3.87	161.9632216
3.88	150.9137006
3.89	139.8641796
3.9	128.8146587
3.91	117.7651377
3.92	106.7156168
3.93	97.00238095
3.94	92.63428571
3.95	88.26619048
3.96	83.89809524
3.97	79.53
3.98	75.16190476
3.99	70.79380952
4	66.42571429
4.01	62.05761905
4.03	53.32142857
4.04	48.95333333
4.05	44.5852381
4.07	35.84904762
4.08	31.48095238
4.09	27.11285714
4.1	23.90885714
4.11	22.451
4.12	20.99314286
4.13	19.53528571
4.14	18.07742857
4.15	16.61957143
4.16	15.16171429
4.17	13.70385714
4.18	12.246
4.19	10.78814286
4.2	9.330285714
4.21	7.872428571
4.22	6.414571429
4.23	4.956714286
4.24	3.498857143
4.25	2.041
4.26	0.583142857
4.27	0
